Date,Daily_Spending,Savings_Investment_Value,Total_Portfolio_Value,Portfolio_Return_YTD,Investment_Goal,Risk_Tolerance
2022-12-01,52.94,0.0,8399.56,-0.0022,Wealth Accumulation,Medium
2022-12-02,58.11,0.0,8384.44,-0.0018,Wealth Accumulation,Medium
2022-12-03,61.7,0.0,8412.95,0.0034,Wealth Accumulation,Medium
2022-12-04,49.63,0.0,8470.16,0.0068,Wealth Accumulation,Medium
2022-12-05,53.61,0.0,8467.62,-0.0003,Wealth Accumulation,Medium
2022-12-06,64.25,0.0,8436.29,-0.0037,Wealth Accumulation,Medium
2022-12-07,57.31,0.0,8453.16,0.002,Wealth Accumulation,Medium
2022-12-08,59.05,0.0,8505.57,0.0062,Wealth Accumulation,Medium
2022-12-09,56.78,0.0,8491.11,-0.0017,Wealth Accumulation,Medium
2022-12-10,49.01,0.0,8476.67,-0.0017,Wealth Accumulation,Medium
2022-12-11,51.45,9.83,8564.49,0.0092,Wealth Accumulation,Medium
2022-12-12,57.04,9.22,8653.36,0.0093,Wealth Accumulation,Medium
2022-12-13,52.32,0.0,8739.03,0.0099,Wealth Accumulation,Medium
2022-12-14,49.14,8.64,8809.71,0.0071,Wealth Accumulation,Medium
2022-12-15,65.02,0.0,8790.33,-0.0022,Wealth Accumulation,Medium
2022-12-16,67.77,0.0,8774.51,-0.0018,Wealth Accumulation,Medium
2022-12-17,64.01,0.0,8775.39,0.0001,Wealth Accumulation,Medium
2022-12-18,65.23,0.0,8773.63,-0.0002,Wealth Accumulation,Medium
2022-12-19,53.0,0.0,8855.23,0.0093,Wealth Accumulation,Medium
2022-12-20,67.37,8.54,8923.98,0.0068,Wealth Accumulation,Medium
2022-12-21,52.1,0.0,8976.64,0.0059,Wealth Accumulation,Medium
2022-12-22,67.19,0.0,8956.89,-0.0022,Wealth Accumulation,Medium
2022-12-23,68.06,0.0,9033.92,0.0086,Wealth Accumulation,Medium
2022-12-24,62.41,0.0,9100.77,0.0074,Wealth Accumulation,Medium
2022-12-25,67.8,7.56,9085.57,-0.0025,Wealth Accumulation,Medium
2022-12-26,59.57,6.74,9165.91,0.0081,Wealth Accumulation,Medium
2022-12-27,53.37,9.08,9166.74,-0.0009,Wealth Accumulation,Medium
2022-12-28,56.92,0.0,9131.91,-0.0038,Wealth Accumulation,Medium
2022-12-29,60.06,0.0,9176.65,0.0049,Wealth Accumulation,Medium
2022-12-30,49.65,0.0,9220.7,0.0048,Wealth Accumulation,Medium
2022-12-31,60.64,0.0,9187.5,-0.0036,Wealth Accumulation,Medium
2023-01-01,67.82,0.0,9185.67,-0.0002,Wealth Accumulation,Medium
2023-01-02,52.0,0.0,9276.61,0.0099,Wealth Accumulation,Medium
2023-01-03,64.05,8.51,9333.35,0.0052,Wealth Accumulation,Medium
2023-01-04,66.36,9.47,9398.82,0.006,Wealth Accumulation,Medium
2023-01-05,67.08,0.0,9381.91,-0.0018,Wealth Accumulation,Medium
2023-01-06,67.41,0.0,9346.25,-0.0038,Wealth Accumulation,Medium
2023-01-07,58.64,0.0,9338.78,-0.0008,Wealth Accumulation,Medium
2023-01-08,67.76,0.0,9326.64,-0.0013,Wealth Accumulation,Medium
2023-01-09,63.37,0.0,9312.65,-0.0015,Wealth Accumulation,Medium
2023-01-10,51.46,8.72,9301.81,-0.0021,Wealth Accumulation,Medium
2023-01-11,57.77,8.02,9343.32,0.0036,Wealth Accumulation,Medium
2023-01-12,62.6,0.0,9342.38,-0.0001,Wealth Accumulation,Medium
2023-01-13,53.18,0.0,9410.58,0.0073,Wealth Accumulation,Medium
2023-01-14,61.05,7.55,9397.43,-0.0022,Wealth Accumulation,Medium
2023-01-15,61.57,8.95,9425.17,0.002,Wealth Accumulation,Medium
2023-01-16,51.5,9.83,9389.76,-0.0048,Wealth Accumulation,Medium
2023-01-17,59.55,0.0,9410.42,0.0022,Wealth Accumulation,Medium
2023-01-18,63.68,0.0,9370.9,-0.0042,Wealth Accumulation,Medium
2023-01-19,58.23,6.85,9468.64,0.0097,Wealth Accumulation,Medium
2023-01-20,48.5,8.46,9542.44,0.0069,Wealth Accumulation,Medium
2023-01-21,48.44,6.9,9572.24,0.0024,Wealth Accumulation,Medium
2023-01-22,55.4,0.0,9536.82,-0.0037,Wealth Accumulation,Medium
2023-01-23,66.79,9.22,9583.24,0.0039,Wealth Accumulation,Medium
2023-01-24,52.84,0.0,9644.57,0.0064,Wealth Accumulation,Medium
2023-01-25,60.96,9.41,9633.73,-0.0021,Wealth Accumulation,Medium
2023-01-26,52.72,8.83,9676.27,0.0035,Wealth Accumulation,Medium
2023-01-27,54.71,0.0,9745.94,0.0072,Wealth Accumulation,Medium
2023-01-28,65.24,0.0,9809.29,0.0065,Wealth Accumulation,Medium
2023-01-29,62.86,9.75,9887.71,0.007,Wealth Accumulation,Medium
2023-01-30,50.2,0.0,9968.79,0.0082,Wealth Accumulation,Medium
2023-01-31,56.87,0.0,10059.5,0.0091,Wealth Accumulation,Medium
2023-02-01,48.88,0.0,10070.57,0.0011,Wealth Accumulation,Medium
2023-02-02,57.92,0.0,10105.81,0.0035,Wealth Accumulation,Medium
2023-02-03,61.55,0.0,10175.54,0.0069,Wealth Accumulation,Medium
2023-02-04,50.67,0.0,10231.51,0.0055,Wealth Accumulation,Medium
2023-02-05,54.08,8.74,10341.54,0.0099,Wealth Accumulation,Medium
2023-02-06,56.27,0.0,10291.9,-0.0048,Wealth Accumulation,Medium
2023-02-07,66.7,0.0,10294.99,0.0003,Wealth Accumulation,Medium
2023-02-08,68.18,8.3,10295.05,-0.0008,Wealth Accumulation,Medium
2023-02-09,49.22,9.84,10293.57,-0.0011,Wealth Accumulation,Medium
2023-02-10,63.54,7.95,10284.02,-0.0017,Wealth Accumulation,Medium
2023-02-11,55.76,0.0,10341.61,0.0056,Wealth Accumulation,Medium
2023-02-12,56.18,0.0,10303.35,-0.0037,Wealth Accumulation,Medium
2023-02-13,63.42,0.0,10366.2,0.0061,Wealth Accumulation,Medium
2023-02-14,66.7,7.66,10429.83,0.0054,Wealth Accumulation,Medium
2023-02-15,67.36,0.0,10417.32,-0.0012,Wealth Accumulation,Medium
2023-02-16,59.88,0.0,10404.82,-0.0012,Wealth Accumulation,Medium
2023-02-17,55.49,0.0,10450.6,0.0044,Wealth Accumulation,Medium
2023-02-18,64.1,0.0,10517.48,0.0064,Wealth Accumulation,Medium
2023-02-19,53.37,0.0,10602.67,0.0081,Wealth Accumulation,Medium
2023-02-20,59.64,0.0,10685.38,0.0078,Wealth Accumulation,Medium
2023-02-21,55.53,0.0,10786.89,0.0095,Wealth Accumulation,Medium
2023-02-22,61.49,0.0,10826.8,0.0037,Wealth Accumulation,Medium
2023-02-23,53.17,0.0,10919.91,0.0086,Wealth Accumulation,Medium
2023-02-24,52.2,0.0,10997.44,0.0071,Wealth Accumulation,Medium
2023-02-25,66.74,8.25,11098.07,0.0084,Wealth Accumulation,Medium
2023-02-26,50.41,6.7,11051.5,-0.0048,Wealth Accumulation,Medium
2023-02-27,58.5,6.95,11163.44,0.0095,Wealth Accumulation,Medium
2023-02-28,52.8,0.0,11186.88,0.0021,Wealth Accumulation,Medium
2023-03-01,49.16,0.0,11265.19,0.007,Wealth Accumulation,Medium
2023-03-02,49.11,9.72,11239.99,-0.0031,Wealth Accumulation,Medium
2023-03-03,51.89,9.52,11259.62,0.0009,Wealth Accumulation,Medium
2023-03-04,65.73,0.0,11249.49,-0.0009,Wealth Accumulation,Medium
2023-03-05,54.05,0.0,11242.74,-0.0006,Wealth Accumulation,Medium
2023-03-06,67.41,0.0,11206.76,-0.0032,Wealth Accumulation,Medium
2023-03-07,60.03,0.0,11286.33,0.0071,Wealth Accumulation,Medium
2023-03-08,57.14,0.0,11231.03,-0.0049,Wealth Accumulation,Medium
2023-03-09,60.01,0.0,11227.66,-0.0003,Wealth Accumulation,Medium
2023-03-10,58.75,0.0,11200.71,-0.0024,Wealth Accumulation,Medium
2023-03-11,63.59,9.48,11252.75,0.0038,Wealth Accumulation,Medium
2023-03-12,54.07,0.0,11239.25,-0.0012,Wealth Accumulation,Medium
2023-03-13,55.48,0.0,11226.89,-0.0011,Wealth Accumulation,Medium
2023-03-14,66.31,0.0,11252.71,0.0023,Wealth Accumulation,Medium
2023-03-15,67.36,0.0,11306.72,0.0048,Wealth Accumulation,Medium
2023-03-16,66.28,0.0,11270.54,-0.0032,Wealth Accumulation,Medium
2023-03-17,56.82,9.31,11252.8,-0.0024,Wealth Accumulation,Medium
2023-03-18,64.04,0.0,11238.17,-0.0013,Wealth Accumulation,Medium
2023-03-19,57.97,6.89,11352.95,0.0096,Wealth Accumulation,Medium
2023-03-20,58.39,10.0,11374.3,0.001,Wealth Accumulation,Medium
2023-03-21,52.54,6.75,11426.55,0.004,Wealth Accumulation,Medium
2023-03-22,60.27,0.0,11410.55,-0.0014,Wealth Accumulation,Medium
2023-03-23,52.18,0.0,11437.94,0.0024,Wealth Accumulation,Medium
2023-03-24,55.09,0.0,11393.33,-0.0039,Wealth Accumulation,Medium
2023-03-25,65.56,0.0,11342.06,-0.0045,Wealth Accumulation,Medium
2023-03-26,52.6,0.0,11364.74,0.002,Wealth Accumulation,Medium
2023-03-27,49.89,0.0,11376.11,0.001,Wealth Accumulation,Medium
2023-03-28,49.85,0.0,11343.12,-0.0029,Wealth Accumulation,Medium
2023-03-29,67.29,0.0,11403.24,0.0053,Wealth Accumulation,Medium
2023-03-30,58.61,0.0,11516.13,0.0099,Wealth Accumulation,Medium
2023-03-31,56.67,0.0,11526.49,0.0009,Wealth Accumulation,Medium
2023-04-01,64.7,0.0,11577.21,0.0044,Wealth Accumulation,Medium
2023-04-02,65.2,0.0,11686.04,0.0094,Wealth Accumulation,Medium
2023-04-03,55.13,8.69,11782.37,0.0075,Wealth Accumulation,Medium
2023-04-04,62.36,7.29,11813.23,0.002,Wealth Accumulation,Medium
2023-04-05,63.92,0.0,11885.29,0.0061,Wealth Accumulation,Medium
2023-04-06,61.59,0.0,11848.44,-0.0031,Wealth Accumulation,Medium
2023-04-07,51.53,7.56,11887.99,0.0027,Wealth Accumulation,Medium
2023-04-08,66.02,0.0,11878.48,-0.0008,Wealth Accumulation,Medium
2023-04-09,59.29,6.95,11854.55,-0.0026,Wealth Accumulation,Medium
2023-04-10,54.16,0.0,11871.14,0.0014,Wealth Accumulation,Medium
2023-04-11,57.02,0.0,11835.53,-0.003,Wealth Accumulation,Medium
2023-04-12,49.27,0.0,11900.63,0.0055,Wealth Accumulation,Medium
2023-04-13,51.08,8.14,11930.19,0.0018,Wealth Accumulation,Medium
2023-04-14,63.83,7.78,11973.76,0.003,Wealth Accumulation,Medium
2023-04-15,48.53,0.0,11940.23,-0.0028,Wealth Accumulation,Medium
2023-04-16,56.86,8.62,11914.22,-0.0029,Wealth Accumulation,Medium
2023-04-17,58.98,0.0,11959.5,0.0038,Wealth Accumulation,Medium
2023-04-18,49.63,0.0,12076.7,0.0098,Wealth Accumulation,Medium
2023-04-19,68.0,9.04,12042.27,-0.0036,Wealth Accumulation,Medium
2023-04-20,53.06,7.89,12041.73,-0.0007,Wealth Accumulation,Medium
2023-04-21,54.63,0.0,12138.06,0.008,Wealth Accumulation,Medium
2023-04-22,54.63,9.18,12099.9,-0.0039,Wealth Accumulation,Medium
2023-04-23,53.16,9.85,12207.76,0.0081,Wealth Accumulation,Medium
2023-04-24,48.58,0.0,12243.16,0.0029,Wealth Accumulation,Medium
2023-04-25,63.14,0.0,12256.63,0.0011,Wealth Accumulation,Medium
2023-04-26,67.9,0.0,12251.73,-0.0004,Wealth Accumulation,Medium
2023-04-27,53.05,8.59,12254.19,-0.0005,Wealth Accumulation,Medium
2023-04-28,61.83,0.0,12249.29,-0.0004,Wealth Accumulation,Medium
2023-04-29,63.41,0.0,12350.96,0.0083,Wealth Accumulation,Medium
2023-04-30,65.54,0.0,12423.83,0.0059,Wealth Accumulation,Medium
2023-05-01,57.03,0.0,12485.95,0.005,Wealth Accumulation,Medium
2023-05-02,54.64,0.0,12573.35,0.007,Wealth Accumulation,Medium
2023-05-03,55.09,0.0,12559.52,-0.0011,Wealth Accumulation,Medium
2023-05-04,62.84,8.54,12622.07,0.0043,Wealth Accumulation,Medium
2023-05-05,64.92,0.0,12646.05,0.0019,Wealth Accumulation,Medium
2023-05-06,52.22,0.0,12730.78,0.0067,Wealth Accumulation,Medium
2023-05-07,56.01,0.0,12725.68,-0.0004,Wealth Accumulation,Medium
2023-05-08,66.64,6.93,12791.15,0.0046,Wealth Accumulation,Medium
2023-05-09,64.74,9.02,12905.06,0.0082,Wealth Accumulation,Medium
2023-05-10,68.3,0.0,12917.97,0.001,Wealth Accumulation,Medium
2023-05-11,63.69,0.0,12866.29,-0.004,Wealth Accumulation,Medium
2023-05-12,56.48,0.0,12901.03,0.0027,Wealth Accumulation,Medium
2023-05-13,60.43,8.56,12912.17,0.0002,Wealth Accumulation,Medium
2023-05-14,61.84,9.61,12987.63,0.0051,Wealth Accumulation,Medium
2023-05-15,50.19,0.0,13108.42,0.0093,Wealth Accumulation,Medium
2023-05-16,59.51,0.0,13138.57,0.0023,Wealth Accumulation,Medium
2023-05-17,62.81,0.0,13164.85,0.002,Wealth Accumulation,Medium
2023-05-18,51.98,0.0,13228.04,0.0048,Wealth Accumulation,Medium
2023-05-19,64.25,0.0,13183.06,-0.0034,Wealth Accumulation,Medium
2023-05-20,60.31,0.0,13167.24,-0.0012,Wealth Accumulation,Medium
2023-05-21,67.68,0.0,13283.11,0.0088,Wealth Accumulation,Medium
2023-05-22,49.49,0.0,13349.53,0.005,Wealth Accumulation,Medium
2023-05-23,53.95,0.0,13285.45,-0.0048,Wealth Accumulation,Medium
2023-05-24,60.68,8.18,13268.39,-0.0019,Wealth Accumulation,Medium
2023-05-25,54.58,0.0,13337.39,0.0052,Wealth Accumulation,Medium
2023-05-26,62.94,7.95,13432.03,0.0065,Wealth Accumulation,Medium
2023-05-27,63.84,0.0,13534.11,0.0076,Wealth Accumulation,Medium
2023-05-28,50.71,0.0,13525.99,-0.0006,Wealth Accumulation,Medium
2023-05-29,58.94,7.57,13655.3,0.009,Wealth Accumulation,Medium
2023-05-30,58.85,0.0,13700.36,0.0033,Wealth Accumulation,Medium
2023-05-31,56.06,7.51,13781.85,0.0054,Wealth Accumulation,Medium
2023-06-01,67.33,0.0,13836.98,0.004,Wealth Accumulation,Medium
2023-06-02,65.23,0.0,13792.7,-0.0032,Wealth Accumulation,Medium
2023-06-03,62.63,8.44,13930.79,0.0094,Wealth Accumulation,Medium
2023-06-04,62.97,0.0,13886.21,-0.0032,Wealth Accumulation,Medium
2023-06-05,57.92,7.89,13877.44,-0.0012,Wealth Accumulation,Medium
2023-06-06,67.11,9.36,13986.72,0.0072,Wealth Accumulation,Medium
2023-06-07,62.59,0.0,14046.86,0.0043,Wealth Accumulation,Medium
2023-06-08,63.28,0.0,14153.61,0.0076,Wealth Accumulation,Medium
2023-06-09,65.93,7.1,14198.93,0.0027,Wealth Accumulation,Medium
2023-06-10,54.19,0.0,14208.87,0.0007,Wealth Accumulation,Medium
2023-06-11,64.85,0.0,14333.91,0.0088,Wealth Accumulation,Medium
2023-06-12,52.62,0.0,14269.4,-0.0045,Wealth Accumulation,Medium
2023-06-13,55.62,9.57,14390.28,0.0078,Wealth Accumulation,Medium
2023-06-14,55.43,0.0,14368.69,-0.0015,Wealth Accumulation,Medium
2023-06-15,68.29,0.0,14479.33,0.0077,Wealth Accumulation,Medium
2023-06-16,65.85,0.0,14437.34,-0.0029,Wealth Accumulation,Medium
2023-06-17,62.75,0.0,14490.76,0.0037,Wealth Accumulation,Medium
2023-06-18,63.27,0.0,14611.03,0.0083,Wealth Accumulation,Medium
2023-06-19,59.97,7.33,14649.04,0.0021,Wealth Accumulation,Medium
2023-06-20,67.68,0.0,14739.87,0.0062,Wealth Accumulation,Medium
2023-06-21,58.66,0.0,14844.52,0.0071,Wealth Accumulation,Medium
2023-06-22,56.35,0.0,14933.59,0.006,Wealth Accumulation,Medium
2023-06-23,52.01,0.0,15066.5,0.0089,Wealth Accumulation,Medium
2023-06-24,64.47,0.0,15092.11,0.0017,Wealth Accumulation,Medium
2023-06-25,63.44,0.0,15055.89,-0.0024,Wealth Accumulation,Medium
2023-06-26,56.44,0.0,14991.15,-0.0043,Wealth Accumulation,Medium
2023-06-27,49.26,9.39,14981.05,-0.0013,Wealth Accumulation,Medium
2023-06-28,65.54,0.0,14937.6,-0.0029,Wealth Accumulation,Medium
2023-06-29,48.99,0.0,14988.39,0.0034,Wealth Accumulation,Medium
2023-06-30,62.84,0.0,14955.42,-0.0022,Wealth Accumulation,Medium
2023-07-01,68.18,0.0,14889.61,-0.0044,Wealth Accumulation,Medium
2023-07-02,57.53,0.0,14822.61,-0.0045,Wealth Accumulation,Medium
2023-07-03,53.48,0.0,14933.78,0.0075,Wealth Accumulation,Medium
2023-07-04,62.88,0.0,14992.02,0.0039,Wealth Accumulation,Medium
2023-07-05,65.13,0.0,14998.02,0.0004,Wealth Accumulation,Medium
2023-07-06,59.72,0.0,15124.0,0.0084,Wealth Accumulation,Medium
2023-07-07,68.13,0.0,15065.02,-0.0039,Wealth Accumulation,Medium
2023-07-08,49.83,7.79,15218.94,0.0097,Wealth Accumulation,Medium
2023-07-09,58.89,9.69,15292.55,0.0042,Wealth Accumulation,Medium
2023-07-10,63.17,0.0,15258.91,-0.0022,Wealth Accumulation,Medium
2023-07-11,66.06,6.95,15345.2,0.0052,Wealth Accumulation,Medium
2023-07-12,52.39,0.0,15444.95,0.0065,Wealth Accumulation,Medium
2023-07-13,64.81,9.19,15475.76,0.0014,Wealth Accumulation,Medium
2023-07-14,59.87,0.0,15598.02,0.0079,Wealth Accumulation,Medium
2023-07-15,56.75,8.32,15564.22,-0.0027,Wealth Accumulation,Medium
2023-07-16,51.45,0.0,15551.77,-0.0008,Wealth Accumulation,Medium
2023-07-17,66.13,0.0,15495.78,-0.0036,Wealth Accumulation,Medium
2023-07-18,51.97,0.0,15467.89,-0.0018,Wealth Accumulation,Medium
2023-07-19,55.02,0.0,15446.24,-0.0014,Wealth Accumulation,Medium
2023-07-20,54.63,0.0,15582.16,0.0088,Wealth Accumulation,Medium
2023-07-21,66.26,0.0,15522.95,-0.0038,Wealth Accumulation,Medium
2023-07-22,62.29,9.53,15554.21,0.0014,Wealth Accumulation,Medium
2023-07-23,64.77,0.0,15600.88,0.003,Wealth Accumulation,Medium
2023-07-24,53.85,0.0,15733.48,0.0085,Wealth Accumulation,Medium
2023-07-25,61.34,0.0,15890.82,0.01,Wealth Accumulation,Medium
2023-07-26,60.29,7.26,15998.19,0.0063,Wealth Accumulation,Medium
2023-07-27,65.51,0.0,16151.77,0.0096,Wealth Accumulation,Medium
2023-07-28,66.98,8.06,16269.67,0.0068,Wealth Accumulation,Medium
2023-07-29,49.1,0.0,16422.6,0.0094,Wealth Accumulation,Medium
2023-07-30,62.34,0.0,16514.57,0.0056,Wealth Accumulation,Medium
2023-07-31,49.9,7.12,16458.93,-0.0038,Wealth Accumulation,Medium
2023-08-01,59.85,0.0,16475.39,0.001,Wealth Accumulation,Medium
2023-08-02,54.63,0.0,16552.83,0.0047,Wealth Accumulation,Medium
2023-08-03,55.01,0.0,16557.79,0.0003,Wealth Accumulation,Medium
2023-08-04,55.94,7.82,16550.71,-0.0009,Wealth Accumulation,Medium
2023-08-05,61.31,0.0,16611.95,0.0037,Wealth Accumulation,Medium
2023-08-06,55.57,9.65,16771.1,0.009,Wealth Accumulation,Medium
2023-08-07,63.54,0.0,16695.63,-0.0045,Wealth Accumulation,Medium
2023-08-08,56.98,0.0,16804.16,0.0065,Wealth Accumulation,Medium
2023-08-09,50.26,0.0,16901.62,0.0058,Wealth Accumulation,Medium
2023-08-10,64.57,7.17,17069.36,0.0095,Wealth Accumulation,Medium
2023-08-11,54.62,0.0,17222.98,0.009,Wealth Accumulation,Medium
2023-08-12,57.56,7.82,17341.03,0.0064,Wealth Accumulation,Medium
2023-08-13,62.62,0.0,17389.58,0.0028,Wealth Accumulation,Medium
2023-08-14,55.56,7.49,17364.03,-0.0019,Wealth Accumulation,Medium
2023-08-15,50.05,0.0,17419.6,0.0032,Wealth Accumulation,Medium
2023-08-16,56.4,7.11,17539.93,0.0065,Wealth Accumulation,Medium
2023-08-17,67.81,9.53,17696.8,0.0084,Wealth Accumulation,Medium
2023-08-18,61.76,8.78,17825.92,0.0068,Wealth Accumulation,Medium
2023-08-19,62.36,0.0,17788.48,-0.0021,Wealth Accumulation,Medium
2023-08-20,61.58,8.52,17868.16,0.004,Wealth Accumulation,Medium
2023-08-21,52.91,0.0,17868.16,-0.0,Wealth Accumulation,Medium
2023-08-22,57.3,0.0,17780.6,-0.0049,Wealth Accumulation,Medium
2023-08-23,63.96,0.0,17745.04,-0.002,Wealth Accumulation,Medium
2023-08-24,50.97,0.0,17686.48,-0.0033,Wealth Accumulation,Medium
2023-08-25,54.5,7.7,17828.6,0.0076,Wealth Accumulation,Medium
2023-08-26,54.48,0.0,17808.99,-0.0011,Wealth Accumulation,Medium
2023-08-27,57.59,6.72,17803.24,-0.0007,Wealth Accumulation,Medium
2023-08-28,68.56,0.0,17970.59,0.0094,Wealth Accumulation,Medium
2023-08-29,50.31,7.84,17991.01,0.0007,Wealth Accumulation,Medium
2023-08-30,59.34,0.0,17902.86,-0.0049,Wealth Accumulation,Medium
2023-08-31,52.55,0.0,17890.32,-0.0007,Wealth Accumulation,Medium
2023-09-01,68.38,0.0,17833.08,-0.0032,Wealth Accumulation,Medium
2023-09-02,51.24,7.39,17778.05,-0.0035,Wealth Accumulation,Medium
2023-09-03,57.05,0.0,17710.49,-0.0038,Wealth Accumulation,Medium
2023-09-04,63.74,9.34,17788.9,0.0039,Wealth Accumulation,Medium
2023-09-05,63.07,0.0,17749.77,-0.0022,Wealth Accumulation,Medium
2023-09-06,57.44,0.0,17756.87,0.0004,Wealth Accumulation,Medium
2023-09-07,55.92,0.0,17897.15,0.0079,Wealth Accumulation,Medium
2023-09-08,56.94,0.0,17922.2,0.0014,Wealth Accumulation,Medium
2023-09-09,54.28,0.0,18078.13,0.0087,Wealth Accumulation,Medium
2023-09-10,53.1,0.0,18123.32,0.0025,Wealth Accumulation,Medium
2023-09-11,58.66,0.0,18141.45,0.001,Wealth Accumulation,Medium
2023-09-12,54.37,0.0,18255.74,0.0063,Wealth Accumulation,Medium
2023-09-13,54.76,0.0,18184.54,-0.0039,Wealth Accumulation,Medium
2023-09-14,62.15,7.68,18124.94,-0.0037,Wealth Accumulation,Medium
2023-09-15,68.38,0.0,18211.94,0.0048,Wealth Accumulation,Medium
2023-09-16,61.09,0.0,18253.82,0.0023,Wealth Accumulation,Medium
2023-09-17,50.56,9.77,18389.54,0.0069,Wealth Accumulation,Medium
2023-09-18,50.53,0.0,18549.53,0.0087,Wealth Accumulation,Medium
2023-09-19,68.05,0.0,18564.37,0.0008,Wealth Accumulation,Medium
2023-09-20,54.98,9.68,18646.45,0.0039,Wealth Accumulation,Medium
2023-09-21,50.87,0.0,18693.07,0.0025,Wealth Accumulation,Medium
2023-09-22,61.02,0.0,18874.39,0.0097,Wealth Accumulation,Medium
2023-09-23,61.51,0.0,19015.95,0.0075,Wealth Accumulation,Medium
2023-09-24,62.01,0.0,19181.39,0.0087,Wealth Accumulation,Medium
2023-09-25,54.39,0.0,19158.37,-0.0012,Wealth Accumulation,Medium
2023-09-26,49.35,8.05,19292.87,0.0066,Wealth Accumulation,Medium
2023-09-27,68.35,0.0,19273.57,-0.001,Wealth Accumulation,Medium
2023-09-28,54.07,0.0,19236.95,-0.0019,Wealth Accumulation,Medium
2023-09-29,62.58,0.0,19413.93,0.0092,Wealth Accumulation,Medium
2023-09-30,63.19,0.0,19322.69,-0.0047,Wealth Accumulation,Medium
2023-10-01,61.27,0.0,19506.25,0.0095,Wealth Accumulation,Medium
2023-10-02,55.33,0.0,19451.64,-0.0028,Wealth Accumulation,Medium
2023-10-03,54.49,0.0,19593.63,0.0073,Wealth Accumulation,Medium
2023-10-04,61.03,0.0,19576.0,-0.0009,Wealth Accumulation,Medium
2023-10-05,66.4,0.0,19581.87,0.0003,Wealth Accumulation,Medium
2023-10-06,68.02,0.0,19548.58,-0.0017,Wealth Accumulation,Medium
2023-10-07,51.2,0.0,19622.87,0.0038,Wealth Accumulation,Medium
2023-10-08,52.18,6.97,19633.76,0.0002,Wealth Accumulation,Medium
2023-10-09,67.99,0.0,19729.97,0.0049,Wealth Accumulation,Medium
2023-10-10,63.82,0.0,19635.26,-0.0048,Wealth Accumulation,Medium
2023-10-11,66.76,0.0,19556.72,-0.004,Wealth Accumulation,Medium
2023-10-12,53.15,0.0,19488.27,-0.0035,Wealth Accumulation,Medium
2023-10-13,60.86,0.0,19513.61,0.0013,Wealth Accumulation,Medium
2023-10-14,63.13,7.82,19661.93,0.0072,Wealth Accumulation,Medium
2023-10-15,62.71,0.0,19825.12,0.0083,Wealth Accumulation,Medium
2023-10-16,57.28,0.0,19799.35,-0.0013,Wealth Accumulation,Medium
2023-10-17,49.42,9.81,19880.44,0.0036,Wealth Accumulation,Medium
2023-10-18,60.78,6.68,20016.34,0.0065,Wealth Accumulation,Medium
2023-10-19,54.18,0.0,20002.33,-0.0007,Wealth Accumulation,Medium
2023-10-20,58.13,0.0,20024.33,0.0011,Wealth Accumulation,Medium
2023-10-21,68.28,0.0,20082.4,0.0029,Wealth Accumulation,Medium
2023-10-22,57.11,0.0,20022.15,-0.003,Wealth Accumulation,Medium
2023-10-23,65.93,0.0,19930.05,-0.0046,Wealth Accumulation,Medium
2023-10-24,52.91,0.0,19876.24,-0.0027,Wealth Accumulation,Medium
2023-10-25,62.59,0.0,19963.7,0.0044,Wealth Accumulation,Medium
2023-10-26,68.69,9.98,19895.82,-0.0039,Wealth Accumulation,Medium
2023-10-27,51.19,0.0,19852.05,-0.0022,Wealth Accumulation,Medium
2023-10-28,49.32,0.0,19854.03,0.0001,Wealth Accumulation,Medium
2023-10-29,57.83,0.0,19778.59,-0.0038,Wealth Accumulation,Medium
2023-10-30,51.01,0.0,19737.05,-0.0021,Wealth Accumulation,Medium
2023-10-31,64.13,0.0,19908.76,0.0087,Wealth Accumulation,Medium
2023-11-01,67.46,8.53,19823.72,-0.0047,Wealth Accumulation,Medium
2023-11-02,57.85,7.68,19926.56,0.0048,Wealth Accumulation,Medium
2023-11-03,54.34,6.95,19949.45,0.0008,Wealth Accumulation,Medium
2023-11-04,57.86,6.67,20057.86,0.0051,Wealth Accumulation,Medium
2023-11-05,63.65,0.0,20134.08,0.0038,Wealth Accumulation,Medium
2023-11-06,49.36,9.46,20111.33,-0.0016,Wealth Accumulation,Medium
2023-11-07,60.97,8.57,20274.75,0.0077,Wealth Accumulation,Medium
2023-11-08,61.45,0.0,20323.41,0.0024,Wealth Accumulation,Medium
2023-11-09,61.94,0.0,20471.77,0.0073,Wealth Accumulation,Medium
2023-11-10,54.03,7.6,20501.89,0.0011,Wealth Accumulation,Medium
2023-11-11,63.48,0.0,20702.81,0.0098,Wealth Accumulation,Medium
2023-11-12,51.03,0.0,20839.45,0.0066,Wealth Accumulation,Medium
2023-11-13,53.19,7.62,21045.04,0.0095,Wealth Accumulation,Medium
2023-11-14,66.76,9.31,21111.18,0.0027,Wealth Accumulation,Medium
2023-11-15,63.98,0.0,21155.51,0.0021,Wealth Accumulation,Medium
2023-11-16,49.49,0.0,21288.79,0.0063,Wealth Accumulation,Medium
2023-11-17,54.18,0.0,21463.36,0.0082,Wealth Accumulation,Medium
2023-11-18,53.51,9.6,21676.86,0.0095,Wealth Accumulation,Medium
2023-11-19,54.64,0.0,21674.69,-0.0001,Wealth Accumulation,Medium
